,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
21124,51,Self employed,156802,High school graduate,9,Married civilian,Agricultural,Husband,White,Male,3103,0,60,United States,>50K
21125,50,Private,168212,Masters,14,Married civilian,Craft and repair,Husband,White,Male,0,1902,45,United States,>50K
21126,38,Private,331395,7th-8th,4,Married civilian,Agricultural,Husband,White,Male,3942,0,84,Portugal,<=50K
21127,40,Local government,261497,High school graduate,9,Married civilian,Craft and repair,Husband,Black,Male,0,0,35,United States,<=50K
21128,58,Private,365511,College,10,Divorced,Machine inspectors,Not in family,Other,Male,0,0,40,Mexico,<=50K
21129,36,Private,187999,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,>50K
21130,26,Local government,190350,Bachelors,13,Single,Professional,Child,Black,Female,0,0,35,United States,<=50K
21131,49,Private,168262,10th,6,Divorced,Service,Not in family,White,Male,0,0,48,United States,<=50K
21132,39,State government,122011,Masters,14,Married civilian,Professional,Wife,White,Female,5178,0,38,United States,>50K
21133,46,Private,165953,Bachelors,13,Married civilian,Administrative,Husband,White,Male,0,0,45,United States,>50K
21134,26,Private,375980,High school graduate,9,Separated,Sales,Single,Black,Female,0,0,37,United States,<=50K
21135,40,Federal government,406463,Masters,14,Single,Tech support,Not in family,White,Female,0,0,40,United States,<=50K
21136,53,State government,231472,Doctorate,16,Married civilian,Professional,Husband,White,Male,0,0,40,United States,>50K
21137,60,Self employed,78913,College,10,Married civilian,Managerial,Husband,White,Male,0,0,50,United States,<=50K
21138,28,Private,69107,High school graduate,9,Married civilian,Handlers,Husband,Black,Male,0,0,40,United States,<=50K
21139,31,Private,169002,High school graduate,9,Married civilian,Handlers,Husband,White,Male,0,0,55,United States,<=50K
21140,45,Private,229967,High school graduate,9,Divorced,Managerial,Not in family,White,Male,13550,0,50,United States,>50K
21141,34,Private,422836,High school graduate,9,Divorced,Professional,Single,White,Male,0,0,40,Mexico,<=50K
21142,27,State government,230922,Masters,14,Single,Managerial,Not in family,White,Male,0,0,40,Scotland,<=50K
21143,40,Private,195892,College,10,Divorced,Transport,Not in family,Black,Female,0,0,40,United States,<=50K
21144,68,Private,163346,High school graduate,9,Widowed,Machine inspectors,Not in family,White,Female,0,0,32,United States,<=50K
21145,51,Private,82566,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,50,United States,<=50K
21146,55,Private,86505,High school graduate,9,Married civilian,Tech support,Husband,White,Male,0,0,20,United States,<=50K
21147,43,Private,178780,Associate academic,12,Married civilian,Managerial,Husband,White,Male,0,0,45,United States,>50K
21148,23,State government,173945,Bachelors,13,Single,Professional,Child,White,Female,0,0,27,United States,<=50K
21149,48,Private,176810,High school graduate,9,Married civilian,Service,Husband,White,Male,0,0,40,United States,<=50K
21150,42,Self employed,23813,College,10,Married civilian,Professional,Husband,Amer-Indian-Eskimo,Male,2885,0,30,United States,<=50K
21151,51,Self employed,210736,High school graduate,9,Single,Managerial,Not in family,White,Male,10520,0,40,United States,>50K
21152,32,Private,343789,High school graduate,9,Married civilian,Machine inspectors,Husband,White,Male,5013,0,55,United States,<=50K
21153,34,Private,113838,College,10,Married civilian,Sales,Husband,White,Male,0,0,45,United States,>50K
21154,31,Local government,121055,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,70,United States,>50K
21155,17,Private,566049,10th,6,Single,Service,Child,White,Male,0,0,8,United States,<=50K
21156,37,Private,67433,High school graduate,9,Married civilian,Administrative,Wife,White,Female,0,0,40,United States,>50K
21157,26,Private,39014,12th,8,Married civilian,Private Household Workers,Wife,Other,Female,0,0,40,Dominican Republic,<=50K
21158,17,Private,51939,11th,7,Single,Sales,Child,White,Female,0,0,15,United States,<=50K
21159,34,Private,100669,Bachelors,13,Married civilian,Transport,Husband,Asian-Pac-Islander,Male,0,0,40,United States,>50K
21160,46,Private,155659,11th,7,Married civilian,Craft and repair,Husband,White,Male,0,1902,40,United States,>50K
21162,41,Local government,32185,Masters,14,Married civilian,Managerial,Husband,White,Male,0,0,40,United States,>50K
21163,59,Private,138370,10th,6,Married spouse absent,Protective services,Not in family,Asian-Pac-Islander,Male,0,0,40,India,<=50K
21164,50,Self employed,172281,High school graduate,9,Married civilian,Managerial,Husband,White,Male,7688,0,50,United States,>50K
21165,46,Private,180505,High school graduate,9,Married civilian,Machine inspectors,Husband,Black,Male,0,0,40,United States,<=50K
21166,45,Private,168262,Masters,14,Divorced,Professional,Not in family,White,Male,0,0,40,United States,<=50K
21167,27,Private,85126,High school graduate,9,Single,Machine inspectors,Not in family,White,Female,0,0,40,United States,<=50K
21168,31,Private,113838,Bachelors,13,Married civilian,Professional,Husband,White,Male,0,0,50,United States,<=50K
21169,32,Private,197457,High school graduate,9,Divorced,Tech support,Single,White,Female,1471,0,38,United States,<=50K
21170,28,Private,197905,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,50,United States,<=50K
21171,32,Private,316589,Bachelors,13,Married civilian,Managerial,Husband,White,Male,0,0,40,United States,>50K
21172,36,Private,336367,Associate academic,12,Single,Managerial,Single,White,Male,0,0,50,United States,<=50K
21173,39,Self employed,143123,Associate vocational,11,Married civilian,Craft and repair,Husband,White,Male,0,2415,40,United States,>50K
21174,23,Private,209955,High school graduate,9,Single,Craft and repair,Not in family,White,Male,0,0,40,United States,<=50K
21175,44,Private,210013,High school graduate,9,Married civilian,Transport,Husband,White,Male,0,0,40,United States,>50K
21176,37,Private,224541,College,10,Married civilian,Transport,Husband,White,Male,0,0,40,United States,<=50K
21177,36,Private,275653,7th-8th,4,Married spouse absent,Machine inspectors,Single,White,Female,2977,0,40,Puerto Rico,<=50K
21179,43,Federal government,195897,High school graduate,9,Married civilian,Agricultural,Husband,White,Male,7298,0,40,United States,>50K
21180,49,Private,43206,Professional school degree,15,Single,Professional,Not in family,White,Female,0,0,55,United States,>50K
21181,37,Private,202950,High school graduate,9,Married civilian,Transport,Husband,White,Male,0,0,40,United States,>50K
21182,26,Private,154093,High school graduate,9,Single,Transport,Child,Black,Male,0,0,40,United States,<=50K
21183,34,Private,112115,Professional school degree,15,Married civilian,Professional,Husband,White,Male,0,1977,55,United States,>50K
21184,51,Private,355954,College,10,Married civilian,Craft and repair,Husband,White,Male,0,0,60,United States,>50K
21185,24,Private,379418,College,10,Single,Administrative,Not in family,White,Female,0,0,40,United States,<=50K
21186,67,Self employed,286372,Bachelors,13,Married civilian,Transport,Husband,White,Male,0,0,40,United States,<=50K
21187,40,Private,48087,High school graduate,9,Married civilian,Sales,Husband,White,Male,7298,0,45,United States,>50K
21188,32,Private,387270,High school graduate,9,Married civilian,Sales,Wife,White,Female,0,0,40,United States,>50K
21189,21,Private,270043,College,10,Single,Service,Child,White,Female,0,0,16,United States,<=50K
21190,39,Self employed,65738,College,10,Married civilian,Service,Wife,White,Female,0,0,15,United States,>50K
21191,33,Private,159888,11th,7,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
21192,48,Private,278039,High school graduate,9,Divorced,Sales,Not in family,White,Male,0,0,60,United States,<=50K
21193,21,Private,265434,College,10,Single,Professional,Child,White,Female,0,0,30,United States,<=50K
21194,68,Self employed,52052,Associate vocational,11,Widowed,Sales,Not in family,White,Female,25124,0,50,United States,>50K
21195,24,Private,208882,High school graduate,9,Single,Craft and repair,Not in family,Black,Male,0,0,40,United States,<=50K
21196,24,Private,229393,11th,7,Single,Agricultural,Single,White,Male,2463,0,40,United States,<=50K
21197,23,Private,53513,Bachelors,13,Single,Managerial,Child,White,Female,0,0,45,United States,<=50K
21198,40,Private,225193,High school graduate,9,Married civilian,Handlers,Husband,White,Male,0,0,63,United States,<=50K
21199,48,Private,166809,Bachelors,13,Married spouse absent,Managerial,Not in family,White,Female,0,0,50,United States,>50K
21200,42,Self employed,175674,High school graduate,9,Married civilian,Sales,Husband,White,Male,0,0,60,United States,<=50K
21201,45,Federal government,368947,Bachelors,13,Single,Protective services,Not in family,Black,Female,0,0,40,United States,<=50K
21202,31,Private,194901,High school graduate,9,Married civilian,Sales,Husband,White,Male,0,0,50,United States,>50K
21203,53,Private,203173,Associate vocational,11,Married civilian,Managerial,Husband,White,Male,0,0,45,United States,<=50K
21204,25,Private,267431,Bachelors,13,Single,Professional,Child,Black,Female,0,0,55,United States,<=50K
21205,32,Private,111836,College,10,Married civilian,Service,Husband,Black,Male,0,0,50,United States,<=50K
21207,41,Self employed,149102,Bachelors,13,Married civilian,Managerial,Husband,White,Male,0,0,35,United States,>50K
21208,57,Local government,121111,High school graduate,9,Divorced,Administrative,Single,White,Female,0,0,40,United States,<=50K
21209,25,Private,130397,10th,6,Single,Agricultural,Single,Amer-Indian-Eskimo,Male,0,0,40,United States,<=50K
21210,40,Private,212847,College,10,Married civilian,Machine inspectors,Husband,White,Male,0,2179,40,United States,<=50K
21211,17,Private,184198,11th,7,Single,Sales,Child,White,Female,0,0,13,United States,<=50K
21212,17,Private,121287,9th,5,Single,Craft and repair,Child,White,Male,0,0,40,United States,<=50K
21213,82,Self employed,120408,College,10,Widowed,Sales,Not in family,White,Male,0,0,20,United States,<=50K
21214,40,Private,164678,Associate academic,12,Divorced,Professional,Single,White,Female,0,0,32,United States,<=50K
21215,26,Private,388812,College,10,Single,Sales,Not in family,Black,Male,0,0,35,United States,<=50K
21216,37,Private,294919,College,10,Divorced,Transport,Not in family,White,Male,0,0,40,United States,<=50K
21217,25,Private,101684,10th,6,Married civilian,Transport,Husband,White,Male,0,0,40,United States,<=50K
21218,65,Private,36209,10th,6,Married civilian,Handlers,Husband,White,Male,0,0,22,United States,>50K
21219,39,Private,123983,Bachelors,13,Divorced,Sales,Not in family,Asian-Pac-Islander,Male,0,0,40,China,<=50K
21220,36,Self employed,340001,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
21221,37,Self employed,203828,High school graduate,9,Married civilian,Sales,Husband,White,Male,0,0,45,United States,<=50K
21222,23,Private,183789,High school graduate,9,Single,Sales,Child,White,Male,0,0,40,United States,<=50K
21223,34,Private,305619,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,>50K
21224,63,Self employed,174181,Bachelors,13,Married civilian,Professional,Husband,White,Male,0,0,20,United States,<=50K
21225,59,Private,131869,High school graduate,9,Widowed,Service,Not in family,White,Female,0,0,35,United States,<=50K
21226,49,Self employed,43479,College,10,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
21227,17,Private,118792,11th,7,Single,Sales,Child,White,Female,0,0,9,United States,<=50K
21228,28,Private,272913,10th,6,Married civilian,Handlers,Husband,White,Male,0,0,30,Mexico,<=50K
21229,45,Federal government,222011,Bachelors,13,Married civilian,Handlers,Husband,White,Male,0,0,40,United States,<=50K
21230,40,Self employed,301007,Bachelors,13,Married civilian,Professional,Husband,White,Male,0,0,60,United States,<=50K
21231,45,Private,197731,High school graduate,9,Married civilian,Machine inspectors,Husband,White,Male,0,0,40,United States,<=50K
21232,20,Private,173736,9th,5,Single,Machine inspectors,Child,White,Male,0,0,40,United States,<=50K
21233,59,Local government,93211,Bachelors,13,Married civilian,Managerial,Wife,White,Female,0,0,22,United States,>50K
21234,41,Private,24763,High school graduate,9,Divorced,Transport,Single,White,Male,7443,0,40,United States,<=50K
21235,49,Local government,219021,College,10,Divorced,Managerial,Single,White,Male,0,0,48,United States,>50K
21236,37,Private,137229,Associate vocational,11,Divorced,Sales,Not in family,White,Male,0,0,45,United States,>50K
21237,31,Self employed,281030,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,45,United States,<=50K
21238,21,Private,234108,College,10,Single,Handlers,Child,White,Male,0,0,40,United States,<=50K
21239,27,Private,46868,Bachelors,13,Single,Tech support,Not in family,White,Female,0,0,15,United States,<=50K
21240,51,Private,173291,High school graduate,9,Divorced,Service,Not in family,White,Female,0,0,40,United States,<=50K
21241,46,Private,305160,1st-4th,2,Married civilian,Handlers,Husband,White,Male,0,0,40,Mexico,<=50K
21242,48,Private,212954,College,10,Married civilian,Craft and repair,Husband,White,Male,0,0,60,United States,>50K
21243,39,Local government,112284,Masters,14,Divorced,Professional,Not in family,White,Female,0,0,40,United States,<=50K
21244,50,Private,164198,Associate academic,12,Married civilian,Handlers,Husband,Black,Male,15024,0,45,United States,>50K
21245,41,Private,152958,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,>50K
21246,21,Private,145389,College,10,Single,Professional,Not in family,White,Female,0,0,25,United States,<=50K
21247,54,Self employed,119570,Associate academic,12,Married civilian,Sales,Husband,White,Male,0,0,50,United States,>50K
21248,40,Private,272343,High school graduate,9,Married civilian,Administrative,Wife,White,Female,0,0,40,United States,>50K
21249,44,Private,187720,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,41,United States,<=50K
21250,50,Private,145409,High school graduate,9,Married civilian,Transport,Husband,White,Male,0,0,50,United States,>50K
21251,42,Private,208726,College,10,Divorced,Managerial,Single,White,Female,0,0,45,United States,<=50K
21252,34,Private,203488,High school graduate,9,Single,Craft and repair,Not in family,White,Male,0,0,40,United States,<=50K
21253,46,Private,330416,College,10,Married civilian,Administrative,Husband,White,Male,0,0,40,United States,<=50K
21254,35,Private,25803,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
21255,38,Private,171150,Associate academic,12,Married civilian,Professional,Husband,White,Male,0,0,40,United States,>50K
21256,37,Private,82576,Professional school degree,15,Divorced,Professional,Not in family,White,Male,14084,0,36,United States,>50K
21257,30,Private,329425,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
21258,22,Private,185452,Bachelors,13,Single,Managerial,Child,White,Female,0,0,40,United States,<=50K
21259,21,Private,201179,High school graduate,9,Single,Administrative,Child,White,Male,0,0,40,United States,<=50K
21260,40,Private,182268,Preschool,1,Married spouse absent,Administrative,Child,White,Male,0,0,40,United States,<=50K
21261,56,Self employed,95763,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,55,United States,<=50K
21262,48,Private,125892,9th,5,Married civilian,Machine inspectors,Husband,White,Male,0,0,40,Poland,<=50K
21263,21,Private,121407,Associate vocational,11,Single,Service,Child,White,Female,0,0,36,United States,<=50K
21264,52,Private,373367,11th,7,Widowed,Craft and repair,Not in family,White,Male,0,0,40,United States,<=50K
21265,60,Local government,165982,Masters,14,Married civilian,Managerial,Husband,White,Male,0,0,50,United States,>50K
21266,45,Private,165484,Doctorate,16,Married civilian,Professional,Husband,White,Male,0,0,50,United States,>50K
21267,30,Private,156890,High school graduate,9,Married civilian,Machine inspectors,Husband,White,Male,0,0,45,United States,<=50K
21268,31,Private,156763,High school graduate,9,Married civilian,Sales,Husband,White,Male,2829,0,40,United States,<=50K
21270,36,Private,219814,9th,5,Married civilian,Craft and repair,Husband,White,Male,0,0,35,Guatemala,<=50K
21271,42,Private,171841,Professional school degree,15,Married civilian,Professional,Husband,White,Male,0,0,60,United States,<=50K
21272,28,Local government,168524,Masters,14,Married civilian,Professional,Wife,White,Female,7688,0,35,United States,>50K
21273,62,Private,205643,Professional school degree,15,Married civilian,Craft and repair,Husband,White,Male,0,0,45,United States,>50K
21274,45,Private,102559,Associate vocational,11,Married civilian,Craft and repair,Husband,White,Male,0,0,40,Canada,>50K
21275,47,Private,60267,Bachelors,13,Married civilian,Managerial,Husband,White,Male,0,0,38,United States,>50K
21276,43,Private,388725,Associate academic,12,Married civilian,Sales,Husband,White,Male,0,0,40,United States,<=50K
21277,24,Private,215712,College,10,Single,Service,Not in family,White,Male,0,0,35,United States,<=50K
21278,44,Private,171722,High school graduate,9,Separated,Service,Single,White,Female,0,0,39,United States,<=50K
21279,25,Private,193051,High school graduate,9,Single,Managerial,Child,White,Male,0,0,25,United States,<=50K
21280,21,Private,305446,College,10,Single,Managerial,Not in family,White,Male,0,0,40,United States,<=50K
21281,29,Private,146949,Associate vocational,11,Married civilian,Professional,Husband,White,Male,0,0,43,United States,<=50K
21282,21,Private,322144,College,10,Single,Service,Not in family,White,Male,0,0,40,United States,<=50K
21283,41,Self employed,75742,Professional school degree,15,Married civilian,Professional,Husband,White,Male,0,0,45,El-Salvador,>50K
21284,55,Self employed,95149,College,10,Married civilian,Transport,Husband,White,Male,0,0,99,United States,<=50K
21285,42,Private,68469,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
21286,63,Self employed,27653,High school graduate,9,Married civilian,Agricultural,Husband,White,Male,0,0,35,United States,<=50K
21287,21,Private,410439,College,10,Single,Sales,Child,White,Male,0,0,24,United States,<=50K
21289,45,Private,228570,High school graduate,9,Married civilian,Sales,Wife,White,Female,0,0,35,United States,<=50K
21290,21,Private,141453,High school graduate,9,Single,Service,Child,White,Female,0,0,40,United States,<=50K
21291,34,Private,88215,Masters,14,Married civilian,Professional,Wife,Asian-Pac-Islander,Female,0,0,40,China,>50K
21292,53,Private,48641,12th,8,Single,Service,Not in family,Other,Female,0,0,35,United States,<=50K
21293,45,Private,185385,High school graduate,9,Married civilian,Machine inspectors,Husband,White,Male,0,0,40,United States,<=50K
21294,47,Private,341471,High school graduate,9,Divorced,Private Household Workers,Not in family,White,Female,0,0,4,United States,<=50K
21295,41,Private,163322,11th,7,Divorced,Managerial,Single,White,Female,0,0,36,United States,<=50K
21296,35,Private,99357,Bachelors,13,Married civilian,Managerial,Wife,White,Female,0,1977,30,United States,>50K
21297,43,Self employed,602513,Masters,14,Married civilian,Managerial,Husband,White,Male,0,0,50,United States,>50K
21298,53,Local government,287192,1st-4th,2,Married civilian,Service,Husband,White,Male,0,0,32,Mexico,<=50K
21299,34,Private,215047,College,10,Single,Managerial,Not in family,White,Male,0,0,45,United States,<=50K
21300,46,Federal government,97863,Associate vocational,11,Married civilian,Administrative,Husband,White,Male,5178,0,40,United States,>50K
21301,59,Private,308118,Associate academic,12,Widowed,Managerial,Not in family,White,Female,0,0,40,United States,>50K
21302,53,Private,137192,Bachelors,13,Divorced,Managerial,Single,Asian-Pac-Islander,Male,0,0,50,United States,<=50K
21303,33,Private,275369,7th-8th,4,Separated,Handlers,Not in family,Black,Male,0,0,35,Haiti,<=50K
21304,45,Private,99971,High school graduate,9,Married civilian,Transport,Husband,White,Male,0,0,50,United States,<=50K
21305,48,Self employed,103713,Masters,14,Married civilian,Sales,Husband,White,Male,0,0,40,United States,>50K
21306,42,Private,253770,College,10,Divorced,Administrative,Single,White,Female,0,0,40,United States,<=50K
21307,55,Private,162205,High school graduate,9,Married civilian,Transport,Husband,White,Male,5178,0,72,United States,>50K
21308,46,Self employed,31267,High school graduate,9,Married civilian,Transport,Husband,White,Male,0,0,50,United States,<=50K
21309,17,Private,198146,11th,7,Single,Sales,Child,White,Female,0,0,16,United States,<=50K
21310,23,Private,178207,College,10,Single,Handlers,Single,Amer-Indian-Eskimo,Female,0,0,35,United States,<=50K
21311,21,Private,317175,High school graduate,9,Single,Transport,Not in family,White,Male,0,0,60,United States,<=50K
21312,53,Federal government,221791,High school graduate,9,Divorced,Craft and repair,Not in family,Black,Male,0,0,40,United States,<=50K
21313,61,Self employed,187124,High school graduate,9,Married civilian,Managerial,Husband,White,Male,0,0,20,United States,>50K
21314,58,State government,280519,High school graduate,9,Divorced,Service,Child,Black,Male,0,0,40,United States,<=50K
21315,36,Private,207568,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,50,United States,<=50K
21316,45,Local government,192684,College,10,Divorced,Administrative,Single,Black,Female,0,0,38,United States,<=50K
21317,39,Private,103260,Bachelors,13,Married civilian,Craft and repair,Wife,White,Female,0,0,30,United States,>50K
21318,39,Private,191227,Bachelors,13,Divorced,Managerial,Not in family,White,Female,13550,0,50,United States,>50K
21319,48,Self employed,382242,Doctorate,16,Married civilian,Managerial,Wife,White,Female,0,0,40,United States,>50K
21320,41,Private,106900,Bachelors,13,Married civilian,Tech support,Husband,White,Male,0,0,38,United States,<=50K
21321,30,Private,48520,Associate academic,12,Married civilian,Professional,Husband,White,Male,0,2002,40,United States,<=50K
21322,50,Private,55527,Associate academic,12,Divorced,Craft and repair,Not in family,Black,Male,0,0,45,United States,<=50K
21323,51,Self employed,246820,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,7298,0,48,United States,>50K
21324,23,Private,33884,College,10,Separated,Sales,Single,White,Female,0,0,40,United States,<=50K
21325,41,Private,29762,College,10,Married civilian,Craft and repair,Husband,White,Male,0,0,60,United States,<=50K
21326,47,Federal government,168109,High school graduate,9,Married civilian,Administrative,Husband,White,Male,0,0,70,United States,<=50K
21327,51,Private,207449,Bachelors,13,Married civilian,Managerial,Husband,White,Male,0,0,55,United States,<=50K
21328,60,Self employed,189098,High school graduate,9,Married civilian,Service,Husband,White,Male,0,0,40,United States,<=50K
21329,51,Private,194259,Bachelors,13,Divorced,Tech support,Single,White,Female,0,0,40,United States,<=50K
21330,20,Local government,194630,College,10,Single,Service,Not in family,White,Male,0,0,40,United States,<=50K
21331,29,Local government,179681,High school graduate,9,Single,Transport,Child,White,Female,0,0,37,United States,<=50K
21332,42,State government,136996,College,10,Married civilian,Protective services,Husband,Black,Male,0,0,48,United States,<=50K
21333,32,Private,143604,High school graduate,9,Divorced,Service,Not in family,Black,Female,0,0,16,United States,<=50K
21334,19,Private,243373,12th,8,Single,Sales,Relative,White,Male,1055,0,40,United States,<=50K
21335,34,Private,261799,Associate vocational,11,Married civilian,Administrative,Husband,Black,Male,0,0,45,United States,>50K
21336,48,Private,143281,High school graduate,9,Widowed,Machine inspectors,Not in family,White,Female,0,0,48,United States,<=50K
21337,38,Private,185556,College,10,Married civilian,Craft and repair,Husband,White,Male,0,0,40,Italy,<=50K
21338,38,Private,111499,Professional school degree,15,Single,Professional,Not in family,White,Female,0,0,50,United States,>50K
21339,40,Self employed,280433,Bachelors,13,Married civilian,Craft and repair,Husband,White,Male,0,0,50,United States,<=50K
21340,39,Private,37314,Masters,14,Single,Managerial,Not in family,White,Male,0,0,50,United States,>50K
21342,26,Private,270151,Bachelors,13,Single,Sales,Not in family,White,Female,0,0,40,United States,<=50K
21343,23,State government,96748,College,10,Single,Professional,Child,White,Male,0,0,10,United States,<=50K
21344,20,Private,164775,5th-6th,3,Single,Handlers,Relative,White,Male,0,0,40,Guatemala,<=50K
21345,49,Private,190319,Bachelors,13,Married spouse absent,Administrative,Not in family,Amer-Indian-Eskimo,Male,0,0,40,Philippines,<=50K
21346,23,Private,213115,High school graduate,9,Single,Administrative,Child,Black,Female,0,0,40,United States,<=50K
21347,47,Private,156926,Bachelors,13,Married civilian,Managerial,Husband,White,Male,0,0,45,Canada,>50K
21348,43,Private,112967,College,10,Married civilian,Protective services,Husband,White,Male,0,0,40,United States,<=50K
21349,56,Private,35373,College,10,Divorced,Service,Not in family,White,Male,0,0,30,United States,<=50K
21350,60,Self employed,220342,11th,7,Married civilian,Agricultural,Husband,White,Male,0,0,35,United States,<=50K
21351,29,Private,163167,High school graduate,9,Divorced,Sales,Child,White,Male,0,0,40,United States,<=50K
21352,25,Private,404951,Bachelors,13,Single,Managerial,Not in family,Black,Female,0,0,38,United States,<=50K
21353,39,Private,122032,Associate vocational,11,Single,Machine inspectors,Not in family,White,Male,0,0,40,United States,<=50K
21354,37,Private,143582,Associate vocational,11,Single,Administrative,Not in family,Other,Female,4101,0,35,United States,<=50K
21355,38,Private,108140,Bachelors,13,Single,Managerial,Not in family,White,Male,2202,0,45,United States,<=50K
21356,47,Private,251508,High school graduate,9,Divorced,Tech support,Not in family,White,Female,0,0,36,United States,<=50K
21357,50,Self employed,197054,Professional school degree,15,Divorced,Sales,Not in family,White,Male,0,0,50,United States,>50K
21358,64,Self employed,36960,High school graduate,9,Married civilian,Agricultural,Husband,White,Male,0,0,40,United States,>50K
21359,35,Private,165930,College,10,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
21360,42,Private,214503,Bachelors,13,Married civilian,Professional,Husband,White,Male,0,0,44,United States,>50K
21361,51,Private,110458,Bachelors,13,Separated,Professional,Not in family,White,Male,0,0,40,United States,<=50K
21362,21,Private,202125,High school graduate,9,Single,Service,Not in family,White,Male,0,0,40,United States,<=50K
21363,53,Self employed,284329,Masters,14,Divorced,Managerial,Not in family,White,Male,0,0,50,United States,>50K
21364,29,Private,192924,Associate vocational,11,Divorced,Administrative,Not in family,White,Female,0,0,40,United States,<=50K
21366,37,Private,340614,Masters,14,Married civilian,Professional,Husband,White,Male,0,0,50,United States,>50K
21367,20,Private,196678,12th,8,Single,Administrative,Child,White,Female,0,0,40,United States,<=50K
21368,18,Private,266489,College,10,Single,Managerial,Not in family,White,Male,0,0,50,United States,<=50K
21369,57,Private,61474,College,10,Married civilian,Managerial,Husband,White,Male,7688,0,45,United States,>50K
21370,27,Private,215955,College,10,Married civilian,Administrative,Husband,White,Male,2829,0,40,United States,<=50K
21371,23,Self employed,215395,Associate vocational,11,Single,Craft and repair,Not in family,White,Male,0,0,50,United States,<=50K
21372,36,Self employed,183898,Bachelors,13,Divorced,Sales,Not in family,White,Male,0,0,60,United States,<=50K
21373,48,Private,97176,High school graduate,9,Divorced,Administrative,Relative,White,Female,0,0,40,United States,<=50K
21374,40,Private,145160,College,10,Married civilian,Machine inspectors,Husband,White,Male,0,0,43,United States,<=50K
21375,51,Private,357949,Bachelors,13,Divorced,Professional,Not in family,White,Female,0,0,16,United States,<=50K
21376,59,Private,177120,9th,5,Married civilian,Service,Husband,White,Male,0,0,40,United States,<=50K
21377,32,Private,288229,College,10,Married civilian,Sales,Relative,Asian-Pac-Islander,Female,0,0,40,Greece,<=50K
21378,39,Private,509060,College,10,Divorced,Service,Not in family,White,Male,0,0,40,United States,<=50K
21379,32,Private,47932,High school graduate,9,Married civilian,Handlers,Husband,White,Male,0,0,40,United States,<=50K
21380,38,Private,103925,High school graduate,9,Married civilian,Administrative,Wife,White,Female,0,0,40,United States,>50K
21381,44,State government,183829,Bachelors,13,Single,Administrative,Not in family,White,Female,0,0,38,United States,<=50K
21382,51,Private,138852,High school graduate,9,Married civilian,Tech support,Husband,White,Male,0,0,40,United States,<=50K
21383,54,Private,188186,High school graduate,9,Single,Service,Relative,White,Female,0,0,20,Hungary,<=50K
21384,22,Private,34616,College,10,Single,Sales,Not in family,White,Female,0,0,30,United States,<=50K
21385,19,Private,220819,High school graduate,9,Single,Agricultural,Child,White,Female,0,0,40,United States,<=50K
21386,31,Federal government,281540,Associate academic,12,Married civilian,Tech support,Husband,White,Male,0,0,45,United States,<=50K
21387,53,Private,47396,High school graduate,9,Married civilian,Craft and repair,Husband,White,Male,0,0,40,United States,<=50K
21388,28,Private,141350,Bachelors,13,Married civilian,Managerial,Husband,White,Male,0,0,45,United States,<=50K
21389,19,Private,331433,High school graduate,9,Single,Protective services,Not in family,White,Male,0,0,32,United States,<=50K
21390,40,Federal government,346532,College,10,Married civilian,Administrative,Husband,Black,Male,0,0,40,United States,>50K
21391,21,Private,241367,College,10,Single,Administrative,Child,White,Male,0,0,10,United States,<=50K
21392,39,Private,216256,Bachelors,13,Married civilian,Managerial,Husband,White,Male,0,0,60,Italy,>50K
21393,40,Local government,153031,Masters,14,Married civilian,Professional,Husband,White,Male,7298,0,35,United States,>50K
21394,36,Private,116138,High school graduate,9,Married civilian,Professional,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,<=50K
21395,18,Private,193166,9th,5,Single,Sales,Child,White,Female,0,0,42,United States,<=50K
21396,32,Self employed,275094,Bachelors,13,Married civilian,Sales,Husband,White,Male,7688,0,55,Mexico,>50K
21397,50,Private,81548,High school graduate,9,Married civilian,Professional,Husband,White,Male,0,0,40,United States,<=50K
21398,18,Private,167979,11th,7,Single,Sales,Child,White,Male,0,0,15,United States,<=50K
